"V1"	"V2"	"V3"	"V4"
"vimss"	" 3476277"	""	"   18108"	""
"vimss"	" 3476278"	""	"   18109"	""
"vimss"	" 3476279"	""	"   18110"	""
"vimss"	" 3476280"	""	" 3446238"	""
"vimss"	" 3476281"	""	"   18111"	""
"vimss"	" 3476285"	""	"   18120"	""
"vimss"	" 3476286"	"glycine"	"   18121"	"glycine"
"vimss"	" 3476287"	""	"   18122"	""
"vimss"	" 3476288"	""	"   18123"	""
"vimss"	" 3476289"	""	"   18124"	""
"vimss"	" 3476290"	""	" 1937224"	""
"vimss"	" 3476291"	""	"   18126"	""
"vimss"	" 3476292"	""	"   18127"	""
"vimss"	" 3476293"	""	"   18128"	""
"vimss"	" 3476294"	""	"   18129"	""
"vimss"	" 3476295"	""	"   18130"	""
"vimss"	" 3476298"	"phosphoric acid"	"   18134"	"phosphoric acid"
"vimss"	" 3476299"	""	"   18135"	""
"vimss"	" 3476302"	""	"   18138"	""
"vimss"	" 3476303"	""	"   18139"	""
"vimss"	" 3476304"	""	"   18140"	""
"vimss"	" 3476305"	""	"   18141"	""
"vimss"	" 3476306"	""	"   18142"	""
"vimss"	" 3476307"	""	"   18143"	""
"vimss"	" 3476308"	""	"   18144"	""
"vimss"	" 3476310"	""	"   18145"	""
"vimss"	" 3476311"	""	"   18146"	""
"vimss"	" 3476312"	"galactinol 1"	"   18147"	""
"vimss"	" 3476313"	""	"   18148"	""
"vimss"	" 3476314"	""	"   18149"	""
"vimss"	" 3476315"	"malic acid"	"   18150"	"malic acid"
"vimss"	" 3476316"	""	"   18151"	""
"vimss"	" 3476317"	""	"   18152"	""
"vimss"	" 3476318"	""	"   18153"	""
"vimss"	" 3476319"	""	"   18154"	""
"vimss"	" 3476320"	""	"   18155"	""
"vimss"	" 3476321"	""	" 1937228"	""
"vimss"	" 3476322"	"adenosine-5-monophosphate"	"   18157"	"adenosine-5-monophosphate"
"vimss"	" 3476323"	""	"   18158"	""
"vimss"	" 3476324"	""	"   18159"	""
"vimss"	" 3476325"	""	"   18160"	""
"vimss"	" 3476326"	""	"   18161"	""
"vimss"	" 3476328"	""	"   18162"	""
"vimss"	" 3476329"	""	"   18163"	""
"vimss"	" 3476330"	""	"   18164"	""
"vimss"	" 3476331"	""	"   18165"	""
"vimss"	" 3476332"	"aspartic acid"	"   18166"	"aspartic acid"
"vimss"	" 3476333"	""	"   18168"	""
"vimss"	" 3476334"	""	"   18169"	""
"vimss"	" 3476335"	""	"   18170"	""
"vimss"	" 3476336"	""	"   18171"	""
"vimss"	" 3476337"	""	"   18172"	""
"vimss"	" 3476339"	""	"   18173"	""
"vimss"	" 3476340"	""	"   18174"	""
"vimss"	" 3476341"	""	"   18175"	""
"vimss"	" 3476342"	""	" 1937234"	""
"vimss"	" 3476343"	""	" 1937235"	""
"vimss"	" 3476344"	""	"   18176"	""
"vimss"	" 3476345"	""	"   18177"	""
"vimss"	" 3476346"	""	"   18178"	""
"vimss"	" 3476347"	"succinic acid"	"   18179"	"succinic acid"
"vimss"	" 3476348"	"succinic acid"	"   18180"	"succinic acid"
"vimss"	" 3476349"	"succinic acid"	"   18181"	"succinic acid"
"vimss"	" 3476350"	"succinic acid"	"   18182"	"succinic acid , succinic acid"
"vimss"	" 3476351"	"adenosine-5-monophosphate"	"   18183"	"adenosine-5-monophosphate"
"vimss"	" 3476352"	""	"   18184"	""
"vimss"	" 3476353"	""	"   18187"	""
"vimss"	" 3476354"	""	"   18188"	""
"vimss"	" 3476355"	"adenosine-5-monophosphate"	"   18189"	"adenosine-5-monophosphate"
"vimss"	" 3476356"	""	"   18190"	""
"vimss"	" 3476360"	""	"   18191"	""
"vimss"	" 3476361"	""	"   18192"	""
"vimss"	" 3476362"	""	"   18193"	""
"vimss"	" 3476363"	"alanine"	"   18194"	"alanine"
"vimss"	" 3476364"	""	"   18195"	""
"vimss"	" 3476365"	""	"   18196"	""
"vimss"	" 3476366"	""	"   18197"	""
"vimss"	" 3476367"	""	"   18198"	""
"vimss"	" 3476368"	""	"   18199"	""
"vimss"	" 3476370"	""	"   18201"	""
"vimss"	" 3476373"	""	"   18203"	""
"vimss"	" 3476374"	""	"   18204"	""
"vimss"	" 3476377"	""	"   18206"	""
"vimss"	" 3476378"	""	"   18207"	""
"vimss"	" 3476379"	""	"   18208"	""
"vimss"	" 3476380"	""	"   18209"	""
"vimss"	" 3476381"	""	"   18210"	""
"vimss"	" 3476382"	""	"   18211"	""
"vimss"	" 3476383"	""	"   18212"	""
"vimss"	" 3476384"	""	"   18213"	""
"vimss"	" 3476385"	""	"   18214"	""
"vimss"	" 3476386"	""	"   18215"	""
"vimss"	" 3476387"	""	"   18216"	""
"vimss"	" 3476388"	""	"   18217"	""
"vimss"	" 3476389"	""	"   18218"	""
"vimss"	" 3476390"	"mannose-6-phosphate NIST"	"   18219"	"mannose-6-phosphate NIST"
"vimss"	" 3476391"	"mannose-6-phosphate NIST , glyceric acid"	"   18220"	"mannose-6-phosphate NIST"
"vimss"	" 3476392"	""	"   18221"	"phosphoethanolamine"
"vimss"	" 3476393"	""	"   18222"	""
"vimss"	" 3476394"	""	"   18223"	""
"vimss"	" 3476395"	""	"   18224"	""
"vimss"	" 3476397"	""	"   18226"	""
"vimss"	" 3476398"	""	"   18227"	""
"vimss"	" 3476399"	""	"   18228"	""
"vimss"	" 3476408"	""	"   18231"	""
"vimss"	" 3476409"	""	"   18232"	""
"vimss"	" 3476410"	""	"   18233"	""
"vimss"	" 3476415"	""	"   18234"	""
"vimss"	" 3476416"	""	"   18235"	""
"vimss"	" 3476417"	""	"   18236"	""
"vimss"	" 3476418"	""	"   18237"	""
"vimss"	" 3476419"	""	"   18238"	""
"vimss"	" 3476420"	"adenosine-5-monophosphate"	"   18239"	"adenosine-5-monophosphate"
"vimss"	" 3476421"	""	"   18241"	""
"vimss"	" 3476422"	""	"   18242"	""
"vimss"	" 3476423"	""	"   18243"	""
"vimss"	" 3476425"	"methionine"	"   18244"	"methionine"
"vimss"	" 3476426"	""	"   18245"	""
"vimss"	" 3476427"	""	"   18246"	""
"vimss"	" 3476428"	""	"   18247"	""
"vimss"	" 3476429"	""	"   18249"	""
"vimss"	" 3476430"	""	"   18250"	""
"vimss"	" 3476431"	"phosphoric acid"	"   18251"	"phosphoric acid"
"vimss"	" 3476433"	""	"   18252"	""
"vimss"	" 3476434"	"phosphoric acid"	" 1937256"	"phosphoric acid"
"vimss"	" 3476435"	""	"   18255"	""
"vimss"	" 3476436"	""	"   18256"	""
"vimss"	" 3476437"	"phosphoric acid"	"   18257"	"phosphoric acid"
"vimss"	" 3476438"	""	"   18258"	""
"vimss"	" 3476439"	""	"   18259"	""
"vimss"	" 3476440"	""	"   18260"	""
"vimss"	" 3476442"	"methionine"	"   18262"	"methionine"
"vimss"	" 3476444"	""	"   18263"	""
"vimss"	" 3476445"	"glucose-6-phosphate 1"	"   18264"	"glucose-6-phosphate 1"
"vimss"	" 3476446"	"mannose-6-phosphate NIST"	"   18265"	"mannose-6-phosphate NIST"
"vimss"	" 3476447"	""	"   18266"	""
"vimss"	" 3476449"	"phosphoric acid"	"   18267"	"phosphoric acid"
"vimss"	" 3476451"	""	"   18268"	""
"vimss"	" 3476452"	""	"   18269"	"aspartic acid"
"vimss"	" 3476453"	"aspartic acid"	"   18270"	"aspartic acid"
"vimss"	" 3476454"	""	"   18271"	""
"vimss"	" 3476456"	""	"   18273"	""
"vimss"	" 3476457"	""	"   18274"	""
"vimss"	" 3476458"	""	"   18276"	""
"vimss"	" 3476459"	""	"   18277"	""
"vimss"	" 3476462"	"ornithine 3TMS minor"	"   18279"	"ornithine 3TMS minor"
"vimss"	" 3476463"	""	"   18280"	""
"vimss"	" 3476464"	"glycine"	" 1937264"	"glycine"
"vimss"	" 3476465"	""	" 1937265"	""
"vimss"	" 3476466"	"adenosine-5-monophosphate"	"   18283"	"adenosine-5-monophosphate"
"vimss"	" 3476467"	""	"   18284"	""
"vimss"	" 3476468"	"cysteine-glycine"	"   18285"	"cysteine-glycine"
"vimss"	" 3476469"	""	"   18286"	""
"vimss"	" 3476470"	""	"   18287"	""
"vimss"	" 3476471"	""	"   18288"	""
"vimss"	" 3476472"	""	"   18289"	""
"vimss"	" 3476473"	""	"   18290"	""
"vimss"	" 3476474"	"gluconic acid"	"   18291"	""
"vimss"	" 3476475"	""	"   18292"	""
"vimss"	" 3476476"	"gluconic acid"	"   18293"	"gluconic acid"
"vimss"	" 3476477"	""	"   18294"	""
"vimss"	" 3476486"	""	"   18333"	""
"vimss"	" 3476487"	""	"   18334"	""
"vimss"	" 3476488"	""	"   18335"	""
"vimss"	" 3476490"	""	"   18336"	""
"vimss"	" 3476491"	""	"   18337"	""
"vimss"	" 3476492"	""	"   18338"	""
"vimss"	" 3476493"	""	"   18339"	""
"vimss"	" 3476494"	""	"   18340"	""
"vimss"	" 3476495"	""	"   18341"	""
"vimss"	" 3476496"	""	"   18342"	""
"vimss"	" 3476497"	""	"   18343"	""
"vimss"	" 3476498"	""	"   18344"	""
"vimss"	" 3476499"	""	"   18345"	""
"vimss"	" 3476500"	""	"   18346"	""
"vimss"	" 3476501"	""	"   18347"	""
"vimss"	" 3476503"	""	"   18348"	""
"vimss"	" 3476504"	""	"   18349"	""
"vimss"	" 3476506"	""	"   18350"	""
"vimss"	" 3476507"	""	"   18351"	""
"vimss"	" 3476508"	""	"   18352"	""
"vimss"	" 3476509"	""	"   18353"	""
"vimss"	" 3476510"	""	"   18354"	""
"vimss"	" 3476511"	"glyceric acid"	"   18355"	"glyceric acid"
"vimss"	" 3476512"	""	"   18356"	""
"vimss"	" 3476513"	""	"   18357"	""
"vimss"	" 3476514"	""	"   18358"	""
"vimss"	" 3476515"	""	"   18359"	""
"vimss"	" 3476516"	""	"   18360"	""
"vimss"	" 3476517"	""	"   18361"	""
"vimss"	" 3476520"	""	"   18364"	""
"vimss"	" 3476521"	""	"   18365"	""
"vimss"	" 3476523"	""	"   18376"	""
"vimss"	" 3476524"	""	"   18377"	""
"vimss"	" 3476525"	""	"   18378"	""
"vimss"	" 3476537"	""	"   18379"	""
"vimss"	" 3476538"	""	"   18380"	""
"vimss"	" 3476539"	""	" 1937304"	""
"vimss"	" 3476541"	""	"   18382"	""
"vimss"	" 3476542"	""	"   18383"	""
"vimss"	" 3476543"	""	"   18384"	""
"vimss"	" 3476544"	""	"   18385"	""
"vimss"	" 3476545"	""	"   18386"	""
"vimss"	" 3476546"	""	"   18387"	""
"vimss"	" 3476547"	""	"   18388"	""
"vimss"	" 3476549"	""	"   18389"	""
"vimss"	" 3476550"	""	"   18390"	""
"vimss"	" 3476551"	""	"   18391"	""
"vimss"	" 3476552"	""	" 1937310"	""
"vimss"	" 3476556"	""	"   18392"	""
"vimss"	" 3476557"	""	"   18393"	""
"vimss"	" 3476558"	""	"   18394"	""
"vimss"	" 3476559"	"adenosine-5-monophosphate"	"   18395"	""
"vimss"	" 3476560"	""	"   18396"	""
"vimss"	" 3476561"	""	"   18397"	""
"vimss"	" 3476562"	""	" 1937314"	""
"vimss"	" 3476563"	""	"   18398"	""
"vimss"	" 3476564"	""	" 1937315"	""
"vimss"	" 3476565"	""	"   18400"	""
"vimss"	" 3476566"	""	"   18401"	""
"vimss"	" 3476567"	""	"   18402"	""
"vimss"	" 3476568"	"phosphoric acid , phosphoric acid"	"   18403"	"phosphoric acid , phosphoric acid"
"vimss"	" 3476569"	""	"   18404"	""
"vimss"	" 3476570"	"adenine"	"   18405"	"adenine"
"vimss"	" 3476572"	"adenosine-5-monophosphate"	"   18407"	"adenosine-5-monophosphate"
"vimss"	" 3476573"	""	"   18408"	""
"vimss"	" 3476574"	"serine"	"   18409"	"serine"
"vimss"	" 3476575"	""	"   18410"	""
"vimss"	" 3476576"	""	"   18411"	""
"vimss"	" 3476578"	""	"   18412"	""
"vimss"	" 3476579"	"xylose 2"	"   18413"	"xylose 2"
"vimss"	" 3476580"	""	"   18414"	""
"vimss"	" 3476581"	""	"   18415"	""
"vimss"	" 3476582"	"3-phosphoglycerate"	"   18416"	"3-phosphoglycerate"
"vimss"	" 3476583"	""	"   18417"	""
"vimss"	" 3476584"	""	"   18418"	""
"vimss"	" 3476585"	""	"   18419"	""
"vimss"	" 3476586"	""	"   18420"	""
"vimss"	" 3476587"	""	"   18421"	""
"vimss"	" 3476588"	""	"   18422"	""
"vimss"	" 3476589"	""	"   18423"	""
"vimss"	" 3476590"	""	"   18424"	""
